frame,filename,pass_id,t,speed,yaw_rate,sharpness,n_edge,du,dv,du_mad,dv_mad,inlier8,n_edge_other,du_other,dv_other,de_nt,geometry_ok,pass_conflict,motion_ok,sharp_ok,cls,reasons
969,260408_121342776.jpg,13,302088.489694,9.39,0.81,197.7,54,0.03,3.94,0.65,0.88,0.34,0,nan,nan,3.9250000000000003,False,False,True,True,unverified,few_edges
970,260408_121343309.jpg,13,302089.022894,9.26,0.08,195.6,56,1.35,-37.96,3.1,0.83,0.0,0,nan,nan,3.9250000000000003,False,False,True,True,unverified,few_edges
971,260408_121343854.jpg,13,302089.568395,8.84,0.32,197.0,13,nan,nan,nan,nan,nan,0,nan,nan,4.125,False,False,True,True,unverified,few_edges
972,260408_121344463.jpg,13,302090.176796,8.03,0.98,203.5,10,nan,nan,nan,nan,nan,0,nan,nan,4.425,False,False,True,True,unverified,few_edges
973,260408_121345132.jpg,13,302090.846397,7.31,7.06,215.3,177,5.14,-6.49,6.58,1.72,0.099,0,nan,nan,5.425000000000001,False,False,False,True,usable,few_edges+turning
974,260408_121345837.jpg,13,302091.551598,6.62,13.27,234.7,308,-0.42,-16.0,0.55,17.63,0.065,0,nan,nan,5.825,False,False,False,True,reject,geometry+turning
975,260408_121346677.jpg,13,302092.391899,5.49,15.45,234.2,420,-16.27,23.05,9.47,7.58,0.014,0,nan,nan,5.9750000000000005,False,False,False,True,reject,geometry+turning
976,260408_121347843.jpg,13,302093.5573,4.06,18.85,222.8,564,-2.09,0.89,8.44,24.22,0.111,0,nan,nan,5.275,False,False,False,True,reject,geometry+turning
977,260408_121349226.jpg,13,302094.941102,3.49,14.72,237.4,286,12.54,-14.71,13.05,5.83,0.034,0,nan,nan,5.925000000000001,False,False,False,True,usable,few_edges+turning
978,260408_121350595.jpg,13,302096.310004,3.4,5.73,231.8,140,11.44,3.34,12.22,4.32,0.057,0,nan,nan,5.425000000000001,False,False,False,True,usable,few_edges+turning
979,260408_121352113.jpg,13,302097.828806,3.18,1.98,216.8,221,-0.42,-19.21,2.4,8.76,0.031,0,nan,nan,5.925000000000001,False,False,True,True,unverified,few_edges
980,260408_121353795.jpg,13,302099.510308,3.08,0.23,235.8,316,0.26,-7.43,0.94,16.73,0.064,0,nan,nan,6.175000000000001,False,False,True,True,reject,geometry
981,260408_121355307.jpg,13,302101.02271,3.42,0.06,370.5,132,0.28,-38.76,4.4,1.85,0.001,0,nan,nan,6.325,False,False,True,True,unverified,few_edges
982,260408_121356732.jpg,13,302102.447759,4.17,0.28,256.0,316,-6.09,-0.97,8.35,6.8,0.101,0,nan,nan,5.125,False,False,True,True,reject,geometry
983,260408_121357787.jpg,13,302103.50346,4.8,0.51,194.8,38,nan,nan,nan,nan,nan,0,nan,nan,4.775,False,False,True,True,unverified,few_edges
984,260408_121358725.jpg,13,302104.440861,5.29,0.29,192.0,157,9.42,-2.27,8.81,24.05,0.007,0,nan,nan,4.825,False,False,True,True,unverified,few_edges
985,260408_121359623.jpg,13,302105.339262,5.62,0.36,208.6,177,-12.55,-5.63,11.59,5.38,0.032,0,nan,nan,5.025,False,False,True,True,unverified,few_edges
986,260408_121400491.jpg,13,302106.208063,5.74,0.23,297.6,322,-17.29,-1.82,10.56,6.34,0.052,0,nan,nan,6.825,False,False,True,True,reject,geometry
987,260408_121401369.jpg,13,302107.086264,5.74,0.74,440.5,562,-10.6,-4.57,12.45,8.01,0.136,0,nan,nan,5.925000000000001,False,False,True,True,reject,geometry
988,260408_121402235.jpg,13,302107.951966,5.72,0.18,379.2,493,-3.16,-14.38,6.01,15.45,0.119,0,nan,nan,5.2250000000000005,False,False,True,True,reject,geometry
989,260408_121403112.jpg,13,302108.829167,5.64,0.03,511.7,644,-0.45,-2.67,3.85,5.61,0.588,0,nan,nan,6.075,True,False,True,True,clean,
990,260408_121404005.jpg,13,302109.722168,5.48,0.05,287.4,16,nan,nan,nan,nan,nan,0,nan,nan,5.7250000000000005,False,False,True,True,unverified,few_edges
991,260408_121404920.jpg,13,302110.637569,5.31,0.14,213.0,154,-0.27,-7.92,3.95,9.27,0.076,0,nan,nan,5.325,False,False,True,True,unverified,few_edges
992,260408_121405862.jpg,13,302111.57937,5.24,0.23,192.0,305,-0.72,-0.4,3.75,15.61,0.105,0,nan,nan,4.9750000000000005,True,False,True,True,clean,
993,260408_121406816.jpg,13,302112.534071,5.24,0.01,185.5,471,0.27,-1.74,8.39,13.07,0.143,0,nan,nan,5.4750000000000005,True,False,True,True,clean,
994,260408_121407771.jpg,13,302113.488773,5.13,0.28,183.1,542,-0.07,3.59,4.74,10.25,0.233,251,-0.53,-10.23,5.425000000000001,True,False,True,True,clean,
995,260408_121408830.jpg,13,302114.547974,4.67,0.04,184.1,1057,-0.78,8.87,9.11,13.49,0.125,1127,2.55,-1.66,5.025,False,False,True,True,reject,geometry
996,260408_121410052.jpg,13,302115.770175,4.01,0.29,189.4,1150,-0.38,3.84,8.98,15.51,0.1,332,0.68,15.6,4.675,True,True,True,True,usable,pass_conflict
997,260408_121411440.jpg,13,302117.158277,3.58,0.12,197.2,1429,-0.28,12.14,8.21,13.07,0.104,443,-0.22,8.19,4.825,False,True,True,True,reject,geometry+pass_conflict
998,260408_121412860.jpg,13,302118.578199,3.23,0.67,213.4,1035,-0.55,3.45,6.59,19.11,0.058,435,-0.03,0.25,5.775,False,False,True,True,reject,geometry
999,260408_121415120.jpg,13,302120.839102,2.24,0.53,245.3,777,0.07,-1.65,3.33,23.14,0.059,553,-0.04,2.63,6.275,False,False,False,True,reject,geometry+slow
1000,260408_121419689.jpg,13,302125.408208,1.12,0.12,291.7,491,-0.19,4.98,5.28,12.64,0.086,300,0.98,12.64,6.375,True,True,False,True,usable,pass_conflict+slow
1001,260408_121446782.jpg,14,302152.505642,0.88,6.96,302.7,123,-0.54,14.36,5.33,9.16,0.07,830,-0.2,1.57,7.2250000000000005,False,False,False,True,usable,few_edges+slow+turning
1002,260408_121449714.jpg,14,302155.438746,2.12,10.76,333.3,394,1.31,5.13,5.97,14.89,0.127,1304,0.35,0.34,7.175000000000001,True,False,False,True,usable,slow+turning
1003,260408_121451401.jpg,14,302157.125348,3.6,10.45,298.0,650,-0.14,6.61,8.56,16.98,0.186,803,0.17,1.88,4.875,False,False,False,True,reject,geometry+turning
1004,260408_121452603.jpg,14,302158.327749,4.48,0.43,267.0,574,-0.44,3.46,9.76,14.81,0.133,962,-0.22,5.59,5.275,True,False,True,True,clean,
1005,260408_121453603.jpg,14,302159.327932,5.1,0.04,220.6,738,-0.08,4.17,11.12,17.29,0.044,1054,-0.97,7.0,4.875,False,False,True,True,reject,geometry
1006,260408_121454497.jpg,14,302160.222133,5.62,0.05,200.7,962,-0.83,-0.14,10.46,14.78,0.087,1172,0.62,-0.58,4.325,True,False,True,True,clean,
1007,260408_121455323.jpg,14,302161.048134,6.05,0.15,179.8,996,-0.48,-1.18,7.67,15.64,0.093,1312,-0.87,0.4,4.025,True,False,True,True,clean,
1008,260408_121456107.jpg,14,302161.832235,6.44,0.06,178.8,1084,-0.67,-2.93,14.27,10.27,0.108,707,0.71,6.25,4.025,True,False,True,True,clean,
1009,260408_121456851.jpg,14,302162.576636,6.84,0.54,167.8,763,0.23,-1.68,8.57,13.31,0.083,277,0.56,-3.28,3.875,True,False,True,True,clean,
1010,260408_121457550.jpg,14,302163.275337,7.17,0.31,170.9,442,-0.08,-0.92,2.52,13.6,0.207,0,nan,nan,4.4750000000000005,True,False,True,True,clean,
1011,260408_121458222.jpg,14,302163.947438,7.35,0.19,169.0,414,-0.25,-0.63,4.9,16.51,0.143,4,nan,nan,3.975,False,False,True,True,reject,geometry
1012,260408_121458878.jpg,14,302164.603639,7.58,0.26,178.0,336,-0.5,-11.8,6.75,13.17,0.114,118,0.15,-26.27,3.825,False,False,True,True,reject,geometry
1013,260408_121459511.jpg,14,302165.23714,7.86,0.24,183.1,301,5.04,-15.63,6.98,9.73,0.127,240,8.17,-21.27,3.9250000000000003,False,False,True,True,reject,geometry
1014,260408_121500148.jpg,14,302165.87394,7.92,0.22,240.5,118,0.19,-13.7,17.24,5.63,0.063,0,nan,nan,4.2250000000000005,False,False,True,True,unverified,few_edges
1015,260408_121500802.jpg,14,302166.528141,7.81,0.03,498.9,65,14.5,13.79,3.61,6.91,0.053,0,nan,nan,4.425,False,False,True,True,unverified,few_edges
1016,260408_121501454.jpg,14,302167.179842,7.69,0.4,406.9,313,-3.66,14.62,15.92,8.7,0.054,0,nan,nan,4.425,False,False,True,True,reject,geometry
1017,260408_121502105.jpg,14,302167.831543,7.59,0.11,451.0,95,3.43,-13.38,9.11,4.89,0.052,0,nan,nan,4.375,False,False,True,True,unverified,few_edges
1018,260408_121502768.jpg,14,302168.494844,7.47,0.51,312.8,258,-2.26,-1.37,13.41,20.15,0.007,0,nan,nan,4.4750000000000005,False,False,True,True,unverified,few_edges
1019,260408_121503442.jpg,14,302169.168844,7.34,0.07,196.2,466,-3.05,1.2,17.86,8.89,0.159,0,nan,nan,3.875,False,False,True,True,reject,geometry
1020,260408_121504127.jpg,14,302169.854045,7.24,0.68,175.1,550,6.1,-10.9,4.69,10.38,0.195,0,nan,nan,3.875,False,False,True,True,reject,geometry
1021,260408_121504840.jpg,14,302170.566546,7.1,0.59,170.4,224,-0.48,-11.98,4.44,12.15,0.098,0,nan,nan,3.725,False,False,True,True,unverified,few_edges
1022,260408_121505564.jpg,14,302171.291147,6.73,0.53,230.2,332,-0.31,-10.21,7.9,14.76,0.03,0,nan,nan,3.9250000000000003,False,False,True,True,reject,geometry
1023,260408_121506357.jpg,14,302172.084248,6.1,1.13,335.1,213,-1.28,-9.46,2.69,10.8,0.056,0,nan,nan,4.175,False,False,True,True,unverified,few_edges
1024,260408_121507265.jpg,14,302172.991849,5.26,0.28,201.4,307,-0.16,-9.57,4.06,16.93,0.069,0,nan,nan,4.925000000000001,False,False,True,True,reject,geometry
1025,260408_121508386.jpg,14,302174.113651,4.04,2.48,167.8,70,-33.1,-0.8,5.39,4.92,0.005,0,nan,nan,4.425,False,False,True,True,unverified,few_edges
1026,260408_121509508.jpg,14,302175.235452,3.13,7.16,172.6,32,nan,nan,nan,nan,nan,0,nan,nan,4.925000000000001,False,False,False,True,usable,few_edges+turning
1027,260408_121511683.jpg,14,302177.410725,2.48,11.81,175.5,247,-0.8,7.63,11.6,12.04,0.099,0,nan,nan,6.425000000000001,False,False,False,True,usable,few_edges+slow+turning
1028,260408_121513473.jpg,14,302179.200627,3.02,17.57,168.1,430,0.33,4.5,6.03,13.33,0.222,0,nan,nan,5.4750000000000005,True,False,False,True,usable,turning
1029,260408_121514810.jpg,14,302180.538229,4.34,15.26,170.9,234,-3.32,-20.72,6.43,12.19,0.052,0,nan,nan,4.775,False,False,False,True,usable,few_edges+turning
1030,260408_121515849.jpg,14,302181.57723,5.96,4.05,178.6,681,-0.11,10.52,12.2,16.0,0.05,0,nan,nan,3.975,False,False,True,True,reject,geometry
1031,260408_121516682.jpg,14,302182.410931,7.49,0.28,174.9,848,-0.38,1.35,2.21,10.59,0.358,0,nan,nan,3.625,True,False,True,True,clean,
1032,260408_121517407.jpg,14,302183.135932,8.89,1.25,178.0,1049,0.39,7.83,6.44,14.18,0.318,0,nan,nan,3.875,False,False,True,True,reject,geometry
1033,260408_121518006.jpg,14,302183.735033,9.91,0.27,177.2,186,-1.38,-0.47,1.75,1.99,0.146,0,nan,nan,3.6750000000000003,False,False,True,True,unverified,few_edges
1034,260408_121518512.jpg,14,302184.240999,10.52,0.22,183.3,287,-14.77,23.71,1.28,3.46,0.021,0,nan,nan,3.825,False,False,True,True,unverified,few_edges
1035,260408_121518975.jpg,14,302184.704,10.71,0.37,181.1,186,4.84,-1.1,4.68,19.27,0.16,0,nan,nan,3.9250000000000003,False,False,True,True,unverified,few_edges
1036,260408_121519438.jpg,14,302185.167,10.64,0.36,180.7,268,0.64,-4.8,1.51,11.9,0.167,0,nan,nan,3.975,False,False,True,True,unverified,few_edges
1037,260408_121519901.jpg,14,302185.630001,10.57,0.44,181.3,430,0.87,3.06,2.5,8.76,0.259,0,nan,nan,3.825,True,False,True,True,clean,
1038,260408_121520374.jpg,14,302186.103302,10.5,0.15,186.6,624,4.68,6.28,5.48,9.95,0.19,0,nan,nan,3.625,False,False,True,True,reject,geometry
1039,260408_121520847.jpg,14,302186.576602,10.44,0.26,187.4,563,15.27,1.47,14.77,12.55,0.066,0,nan,nan,3.375,False,False,True,True,reject,geometry
1040,260408_121521321.jpg,14,302187.049903,10.37,0.12,199.2,566,0.05,-1.56,9.62,11.38,0.135,0,nan,nan,3.9250000000000003,True,False,True,True,clean,
1041,260408_121521805.jpg,14,302187.534003,10.3,0.09,213.2,443,-0.13,1.54,5.82,19.75,0.112,0,nan,nan,4.075,False,False,True,True,reject,geometry
1042,260408_121522289.jpg,14,302188.018104,10.23,0.09,262.9,439,-0.78,-5.09,8.69,14.44,0.161,0,nan,nan,4.075,True,False,True,True,clean,
1043,260408_121522773.jpg,14,302188.502205,10.17,0.24,248.1,381,-0.51,-6.15,10.41,14.73,0.096,0,nan,nan,3.9250000000000003,False,False,True,True,reject,geometry
1044,260408_121523257.jpg,14,302188.986305,10.1,0.23,232.4,1533,1.47,2.45,7.72,6.7,0.117,0,nan,nan,3.725,True,False,True,True,clean,
1045,260408_121523751.jpg,14,302189.480706,10.01,0.72,235.2,2019,0.21,0.78,13.46,12.03,0.081,0,nan,nan,3.475,True,False,True,True,clean,
1046,260408_121524245.jpg,14,302189.975106,9.95,1.11,208.0,2590,10.65,-0.05,10.35,13.13,0.086,0,nan,nan,3.4250000000000003,False,False,True,True,reject,geometry
1047,260408_121524740.jpg,14,302190.469507,9.76,0.38,205.6,4166,-1.21,-0.24,6.43,9.96,0.209,0,nan,nan,3.475,True,False,True,True,clean,
1048,260408_121525271.jpg,14,302191.000608,9.06,0.39,214.9,2797,-0.05,3.38,8.08,12.78,0.259,0,nan,nan,3.725,True,False,True,True,clean,
1049,260408_121525870.jpg,14,302191.600109,7.75,2.84,217.0,2017,0.46,0.2,8.33,9.37,0.265,0,nan,nan,3.725,True,False,True,True,clean,
1050,260408_121526640.jpg,14,302192.37011,5.98,8.24,208.3,1484,0.07,0.9,0.98,8.96,0.274,0,nan,nan,4.575,True,False,False,True,usable,turning
1051,260408_121527776.jpg,14,302193.506811,4.13,13.66,201.6,2715,-1.93,3.4,5.82,13.21,0.231,0,nan,nan,4.675,True,False,False,True,usable,turning
1052,260408_121529250.jpg,14,302194.980313,3.26,18.11,197.4,2764,0.22,2.44,5.6,11.38,0.202,0,nan,nan,6.625,True,False,False,True,usable,turning
1053,260408_121530733.jpg,14,302196.463515,3.57,17.63,218.1,1553,-0.45,-6.84,2.61,11.91,0.14,0,nan,nan,5.7250000000000005,False,False,False,True,reject,geometry+turning
1054,260408_121531918.jpg,14,302197.648816,4.35,10.65,225.9,1870,0.07,11.81,0.82,13.93,0.293,0,nan,nan,5.875,False,False,False,True,reject,geometry+turning
1055,260408_121532952.jpg,14,302198.683218,4.94,3.89,247.7,1317,-0.14,-4.08,2.91,13.0,0.198,0,nan,nan,8.925,True,False,True,True,clean,
1056,260408_121533902.jpg,14,302199.633319,5.16,0.21,286.2,1034,0.66,3.37,7.13,10.73,0.236,0,nan,nan,5.275,True,False,True,True,clean,
1057,260408_121534846.jpg,14,302200.57782,5.35,0.25,363.0,2163,-2.44,-0.04,6.57,11.18,0.194,0,nan,nan,5.4750000000000005,True,False,True,True,clean,
1058,260408_121535756.jpg,14,302201.487621,5.55,1.95,527.7,1953,-0.76,0.28,11.99,15.2,0.06,0,nan,nan,7.425000000000001,False,False,True,True,reject,geometry
1059,260408_121536645.jpg,14,302202.376422,5.63,2.48,720.5,3345,2.3,0.18,12.69,6.76,0.095,0,nan,nan,8.925,True,False,True,True,clean,
1060,260408_121537544.jpg,14,302203.275423,5.54,1.39,575.1,5557,-2.4,-17.94,6.31,16.72,0.122,0,nan,nan,6.425000000000001,False,False,True,True,reject,geometry
1061,260408_121538465.jpg,14,302204.197424,5.37,2.34,534.6,6737,0.46,-0.51,7.58,11.57,0.312,0,nan,nan,5.125,True,False,True,True,clean,
1062,260408_121539422.jpg,14,302205.153726,4.81,8.33,435.1,6117,0.5,1.43,5.13,8.35,0.351,0,nan,nan,4.825,True,False,False,True,usable,turning
1063,260408_121540749.jpg,14,302206.481827,3.52,14.48,355.8,6700,-0.11,0.48,10.89,8.49,0.309,0,nan,nan,6.175000000000001,True,False,False,True,usable,turning
1064,260408_121542754.jpg,14,302208.48683,2.37,16.51,259.4,6557,0.41,-3.02,7.65,10.04,0.272,0,nan,nan,5.7250000000000005,True,False,False,True,usable,slow+turning
1065,260408_121544941.jpg,14,302210.674033,1.96,11.04,230.3,4576,-0.06,0.38,8.44,13.25,0.144,0,nan,nan,5.4750000000000005,True,False,False,True,usable,slow+turning
1066,260408_121548865.jpg,14,302214.598838,1.38,4.57,266.3,4727,-0.68,-0.38,9.93,11.53,0.165,0,nan,nan,10.475000000000001,True,False,False,True,usable,slow
1067,260408_121553622.jpg,14,302219.355952,2.03,4.69,271.5,4493,-0.17,0.6,9.38,11.23,0.149,0,nan,nan,8.125,True,False,False,True,usable,slow
1068,260408_121555783.jpg,14,302221.518154,2.79,15.58,295.9,5090,0.57,0.96,9.97,11.09,0.178,0,nan,nan,7.675000000000001,True,False,False,True,usable,slow+turning
1069,260408_121557302.jpg,14,302223.036556,3.4,14.81,332.5,3215,0.06,5.64,9.76,9.86,0.158,0,nan,nan,5.775,True,False,False,True,usable,turning
1070,260408_121558638.jpg,14,302224.373267,3.74,5.02,337.6,2864,0.52,-2.84,7.14,14.89,0.139,0,nan,nan,4.575,True,False,False,True,usable,turning
1071,260408_121559932.jpg,14,302225.667269,3.8,2.07,353.3,4810,-0.21,-5.63,5.89,8.13,0.25,0,nan,nan,4.625,True,False,True,True,clean,
1072,260408_121601246.jpg,14,302226.982071,3.79,4.54,337.2,7002,0.36,1.54,10.28,10.13,0.203,0,nan,nan,5.275,True,False,True,True,clean,
1073,260408_121602510.jpg,14,302228.245972,3.79,9.07,342.3,13882,2.48,1.35,13.6,9.77,0.206,0,nan,nan,5.525,True,False,False,True,usable,turning
1074,260408_121603796.jpg,14,302229.532474,3.61,8.1,356.6,6852,0.57,-0.08,6.04,10.11,0.231,0,nan,nan,5.875,True,False,False,True,usable,turning
1075,260408_121605244.jpg,14,302230.979975,3.29,2.34,361.1,5556,0.75,2.23,8.47,10.62,0.191,0,nan,nan,10.175,True,False,True,True,clean,
1076,260408_121606935.jpg,14,302232.671377,3.03,6.27,330.9,5190,0.26,2.51,6.54,10.88,0.194,0,nan,nan,5.775,True,False,False,True,usable,turning
1077,260408_121608618.jpg,14,302234.355079,2.95,11.56,300.7,2244,-0.1,4.14,4.79,10.51,0.277,0,nan,nan,5.825,True,False,False,True,usable,slow+turning
1078,260408_121610307.jpg,14,302236.044081,2.88,9.66,279.8,1114,-0.66,-2.83,11.12,15.57,0.088,0,nan,nan,4.9750000000000005,True,False,False,True,usable,slow+turning
1079,260408_121612273.jpg,14,302238.010783,2.66,14.4,266.1,2256,0.38,5.48,15.17,17.08,0.067,0,nan,nan,7.175000000000001,False,False,False,True,reject,geometry+slow+turning
1080,260408_121613990.jpg,14,302239.727586,3.13,24.55,236.9,3760,-2.93,-0.78,5.43,7.88,0.28,0,nan,nan,9.575000000000001,True,False,False,True,usable,turning
1081,260408_121615268.jpg,14,302241.005887,4.51,19.0,239.3,4958,0.25,0.76,4.01,10.9,0.364,0,nan,nan,4.7250000000000005,True,False,False,True,usable,turning
1082,260408_121616264.jpg,14,302242.001988,5.14,6.25,242.6,5982,-0.79,-1.02,8.74,10.67,0.323,0,nan,nan,5.9750000000000005,True,False,False,True,usable,turning
1083,260408_121704990.jpg,15,302290.735254,0.97,10.23,196.3,1037,-0.47,0.48,7.79,5.19,0.387,0,nan,nan,5.125,True,False,False,True,usable,slow+turning
1084,260408_121708323.jpg,15,302294.069658,1.19,12.59,196.5,993,-0.06,3.63,8.86,13.88,0.119,0,nan,nan,6.575,True,False,False,True,usable,slow+turning
1085,260408_121711175.jpg,15,302296.921962,1.87,8.94,214.3,1805,0.31,2.48,8.58,12.32,0.191,318,33.03,-3.28,5.025,True,True,False,True,usable,pass_conflict+slow+turning
1086,260408_121713323.jpg,15,302299.069964,2.45,0.08,220.7,571,0.08,-0.5,17.47,9.88,0.044,220,-6.79,4.36,4.325,False,False,False,True,reject,geometry+slow
1087,260408_121715129.jpg,15,302300.876427,2.87,0.3,235.0,1193,-0.48,-0.48,8.36,11.64,0.152,131,1.03,-0.37,4.375,True,False,False,True,usable,slow
1088,260408_121716734.jpg,15,302302.481629,3.07,0.31,224.1,2039,0.06,3.75,6.08,11.32,0.256,210,8.88,-0.54,4.375,True,False,True,True,clean,
1089,260408_121718517.jpg,15,302304.265232,2.93,1.5,233.1,1860,11.35,0.01,11.97,13.49,0.132,70,7.4,-7.34,4.525,False,False,False,True,reject,geometry+slow
1090,260408_121720336.jpg,15,302306.084234,2.69,4.14,230.9,734,-0.06,0.91,7.36,13.4,0.22,118,7.68,6.12,3.875,True,False,False,True,usable,slow
1091,260408_121722232.jpg,15,302307.980636,2.51,12.56,218.8,1703,-0.94,-5.89,3.84,15.27,0.157,334,13.05,-24.83,4.675,True,True,False,True,usable,pass_conflict+slow+turning
1092,260408_121724281.jpg,15,302310.029739,2.34,18.83,198.8,1966,0.05,0.4,8.5,7.94,0.199,768,4.45,-10.09,4.4750000000000005,True,True,False,True,usable,pass_conflict+slow+turning
1093,260408_121726178.jpg,15,302311.927441,2.81,12.91,204.8,3170,-0.95,2.13,12.41,11.48,0.131,847,-0.77,-0.22,4.325,True,False,False,True,usable,slow+turning
1094,260408_121727694.jpg,15,302313.443328,3.27,2.66,185.4,3225,-0.14,-6.64,9.31,16.15,0.124,539,-9.54,13.37,3.7750000000000004,False,True,True,True,reject,geometry+pass_conflict
1095,260408_121729114.jpg,15,302314.86333,3.54,1.99,184.2,4274,-0.01,2.38,12.81,12.9,0.127,359,-12.53,1.67,3.725,True,True,True,True,usable,pass_conflict
1096,260408_121730421.jpg,15,302316.171132,3.79,1.88,178.4,6561,0.14,-3.94,8.35,9.44,0.303,11,nan,nan,3.5250000000000004,True,False,True,True,clean,
1097,260408_121731682.jpg,15,302317.431533,4.01,0.39,181.9,8100,-3.47,-3.84,11.18,6.68,0.29,22,nan,nan,3.375,True,False,True,True,clean,
1098,260408_121732946.jpg,15,302318.696335,3.89,1.36,178.3,1031,-0.92,-0.99,10.96,23.88,0.015,33,nan,nan,3.375,False,False,True,True,reject,geometry
1099,260408_121734411.jpg,15,302320.160937,3.5,0.11,184.7,542,-0.82,-6.64,9.83,19.59,0.043,0,nan,nan,3.5250000000000004,False,False,True,True,reject,geometry
1100,260408_121736006.jpg,15,302321.756139,3.21,0.17,182.1,941,0.14,-0.86,6.38,7.35,0.111,22,nan,nan,3.5250000000000004,True,False,True,True,clean,
1101,260408_121737693.jpg,15,302323.444241,2.94,11.41,182.0,403,-2.27,-20.08,12.25,6.34,0.018,18,nan,nan,3.825,False,False,False,True,reject,geometry+slow+turning
1102,260408_121739398.jpg,15,302325.149543,2.82,23.29,180.0,471,-13.02,-13.25,12.93,11.24,0.046,0,nan,nan,3.475,False,False,False,True,reject,geometry+slow+turning
1103,260408_121740923.jpg,15,302326.674045,3.36,19.92,180.7,1125,0.85,-2.14,12.12,4.39,0.306,0,nan,nan,3.475,True,False,False,True,usable,turning
1104,260408_121742207.jpg,15,302327.958846,3.99,8.32,178.3,769,-0.43,-11.89,6.01,10.59,0.146,0,nan,nan,3.325,False,False,False,True,reject,geometry+turning
1105,260408_121743376.jpg,15,302329.127348,4.24,2.85,181.8,1043,-0.19,7.12,4.68,11.63,0.311,0,nan,nan,3.5250000000000004,False,False,True,True,reject,geometry
